,agency_code,career_cluster,num_concentrators,Title I Served School,District Name
25804,920437,STEM,4,0,Wake County Schools
25818,920561,AAVC,30,1,Wake County Schools
25819,920561,AGNR,44,1,Wake County Schools
25820,920561,ARCH,10,1,Wake County Schools
25821,920561,HLTH,39,1,Wake County Schools
25822,920561,HOSP,53,1,Wake County Schools
25823,920561,HUMA,31,1,Wake County Schools
25834,920582,INFO,48,0,Wake County Schools
25843,980397,BMA,43,0,Wilson County Schools
25844,980397,LAW,2,0,Wilson County Schools
25847,01C000,EDUC,1,1,Charter Schools
25848,01D000,INFO,1,0,Charter Schools
25849,130339,HLTH,28,0,Cabarrus County Schools
25850,130339,HUMA,38,0,Cabarrus County Schools
25851,130339,STEM,10,0,Cabarrus County Schools
25852,130339,TRAN,16,0,Cabarrus County Schools
25861,130356,INFO,1,0,Cabarrus County Schools
25863,13B000,HUMA,1,1,Charter Schools
25864,160343,AAVC,1,0,Carteret County Public Schools
25865,160343,ARCH,1,0,Carteret County Public Schools
25866,160343,HLTH,1,0,Carteret County Public Schools
25870,230323,MANU,1,0,Cleveland County Schools
25872,260460,AAVC,1,0,Cumberland County Schools
25873,260460,BMA,1,0,Cumberland County Schools
25874,260460,LAW,3,0,Cumberland County Schools
25878,26B000,EDUC,1,1,Charter Schools
25879,26B000,HLTH,1,1,Charter Schools
25880,53B000,AAVC,28,1,Charter Schools
25881,620356,AGNR,2,0,Montgomery County Schools
25882,620356,ARCH,3,0,Montgomery County Schools
25883,620356,BMA,1,0,Montgomery County Schools
25884,620356,HLTH,28,0,Montgomery County Schools
25885,620356,LAW,21,0,Montgomery County Schools
25886,620356,MANU,23,0,Montgomery County Schools
25887,620356,STEM,1,0,Montgomery County Schools
25888,620356,TRAN,2,0,Montgomery County Schools
25897,650340,BMA,54,0,New Hanover County Schools
25899,670300,BMA,1,0,Onslow County Schools
25902,670379,HLTH,13,0,Onslow County Schools
25905,700325,BMA,1,0,Pasquotank County Schools
25906,700325,MANU,1,0,Pasquotank County Schools
25907,860353,HLTH,4,0,Surry County Schools
25908,860353,HUMA,1,0,Surry County Schools
25909,860353,STEM,1,0,Surry County Schools
25915,910369,HLTH,1,0,Vance County Schools
25916,910369,HOSP,1,0,Vance County Schools
25917,910369,HUMA,6,0,Vance County Schools
25918,96F000,AGNR,3,1,Charter Schools
25919,96F000,HLTH,9,1,Charter Schools
25922,98A000,HLTH,9,1,Charter Schools
